q,age_group,sex,cigsmok,N,wtN
Q4-2020,55,female,0,245,145.276533
Q4-2020,55,female,1,27,17.87194
Q4-2020,60,male,0,232,173.330788
Q4-2020,60,male,1,27,15.841857
Q4-2020,60,female,0,288,191.289203
Q4-2020,60,female,1,33,18.783956
Q4-2020,65,male,0,801,478.173875
Q4-2020,65,male,1,57,39.029724
Q4-2020,65,female,0,1013,562.571368
Q4-2020,65,female,1,95,46.148748
Q1-2021,18,male,0,49,48.11322
Q1-2021,18,male,1,17,16.338654
Q1-2021,18,female,0,67,51.640928
Q1-2021,18,female,1,16,13.597404
Q1-2021,20,male,0,171,163.08767
Q1-2021,20,male,1,44,35.007403
Q1-2021,20,female,0,208,152.065819
Q1-2021,20,female,1,49,33.829892
Q1-2021,25,male,0,122,111.660677
Q1-2021,25,male,1,50,53.799644
Q1-2021,25,female,0,178,140.453202
Q1-2021,25,female,1,60,45.845963
Q1-2021,30,male,0,195,181.33159
Q1-2021,30,male,1,55,63.019484
Q1-2021,30,female,0,227,188.11236
Q1-2021,30,female,1,47,38.521071
Q1-2021,35,male,0,161,136.092029
Q1-2021,35,male,1,35,29.419853
Q1-2021,35,female,0,158,116.197115
Q1-2021,35,female,1,40,31.66958
Q1-2021,40,male,0,207,180.44956
Q1-2021,40,male,1,38,41.254821
Q1-2021,40,female,0,265,199.732217
Q1-2021,40,female,1,49,39.408587
Q1-2021,45,male,0,203,132.916998
Q1-2021,45,male,1,33,17.930141
Q1-2021,45,female,0,239,161.855161
Q1-2021,45,female,1,33,23.488234
Q1-2021,50,male,0,339,220.6281
Q1-2021,50,male,1,56,33.224856
Q1-2021,50,female,0,311,192.97515
Q1-2021,50,female,1,48,29.226869
Q1-2021,55,male,0,242,166.79671
Q1-2021,55,male,1,45,30.479582
Q1-2021,55,female,0,256,156.074497
Q1-2021,55,female,1,29,11.876884
Q1-2021,60,male,0,239,137.661244
Q1-2021,60,male,1,36,22.601603
Q1-2021,60,female,0,269,186.972509
Q1-2021,60,female,1,36,22.71943
Q1-2021,65,male,0,815,473.121806999999
Q1-2021,65,male,1,67,47.159828
Q1-2021,65,female,0,982,554.585685
Q1-2021,65,female,1,78,44.218624
Q2-2021,18,male,0,46,43.087055
Q2-2021,18,male,1,18,18.538679
Q2-2021,18,female,0,60,44.188715
Q2-2021,18,female,1,10,8.162015
Q2-2021,20,male,0,148,140.796685
Q2-2021,20,male,1,52,56.419411
Q2-2021,20,female,0,195,148.094263
Q2-2021,20,female,1,55,49.644237
Q2-2021,25,male,0,134,116.422197
Q2-2021,25,male,1,39,38.677704
Q2-2021,25,female,0,153,139.869892
Q2-2021,25,female,1,48,43.975603
Q2-2021,30,male,0,211,198.519103
Q2-2021,30,male,1,53,55.815586
Q2-2021,30,female,0,215,170.139799
Q2-2021,30,female,1,59,55.237716
Q2-2021,35,male,0,178,134.964816
Q2-2021,35,male,1,34,30.073029
Q2-2021,35,female,0,146,122.080494
Q2-2021,35,female,1,36,35.259682
Q2-2021,40,male,0,215,188.094335
Q2-2021,40,male,1,35,30.556033
Q2-2021,40,female,0,244,196.437234
Q2-2021,40,female,1,28,23.986636
Q2-2021,45,male,0,203,142.800589
Q2-2021,45,male,1,25,18.664846
Q2-2021,45,female,0,234,156.929845
Q2-2021,45,female,1,28,19.567374
Q2-2021,50,male,0,305,206.250933
Q2-2021,50,male,1,44,31.823015
Q2-2021,50,female,0,322,200.454613
Q2-2021,50,female,1,46,31.080306
Q2-2021,55,male,0,270,168.315266
Q2-2021,55,male,1,36,22.419069
Q2-2021,55,female,0,246,161.297549
Q2-2021,55,female,1,37,23.082403
Q2-2021,60,male,0,278,150.335854
Q2-2021,60,male,1,29,18.406776
Q2-2021,60,female,0,275,170.932709
Q2-2021,60,female,1,27,14.33107
Q2-2021,65,male,0,855,472.298492
Q2-2021,65,male,1,71,43.867644
Q2-2021,65,female,0,929,551.739855999999
Q2-2021,65,female,1,91,61.261359
Q3-2021,18,male,0,68,49.257922
Q3-2021,18,male,1,13,9.245964
Q3-2021,18,female,0,55,40.026344
Q3-2021,18,female,1,8,4.936302
Q3-2021,20,male,0,198,157.472776
Q3-2021,20,male,1,59,50.98543
Q3-2021,20,female,0,219,168.303367
Q3-2021,20,female,1,48,38.899426
Q3-2021,25,male,0,137,142.028162
Q3-2021,25,male,1,43,48.663053
Q3-2021,25,female,0,174,147.400938
Q3-2021,25,female,1,35,31.155384
Q3-2021,30,male,0,186,180.415135
Q3-2021,30,male,1,53,51.63221
Q3-2021,30,female,0,245,194.837348
Q3-2021,30,female,1,50,46.920419
Q3-2021,35,male,0,138,131.586745
Q3-2021,35,male,1,37,28.085393
Q3-2021,35,female,0,157,139.208584
Q3-2021,35,female,1,29,27.748536
Q3-2021,40,male,0,201,185.782949
Q3-2021,40,male,1,51,46.019764
Q3-2021,40,female,0,217,198.701742
Q3-2021,40,female,1,37,24.702186
Q3-2021,45,male,0,176,110.873973
Q3-2021,45,male,1,33,25.632789
Q3-2021,45,female,0,204,140.891033
Q3-2021,45,female,1,37,20.501333
Q3-2021,50,male,0,341,230.35292
Q3-2021,50,male,1,50,36.103226
Q3-2021,50,female,0,341,225.982776
Q3-2021,50,female,1,39,27.972134
Q3-2021,55,male,0,251,155.6042
Q3-2021,55,male,1,47,26.922643
Q3-2021,55,female,0,224,155.493085
Q3-2021,55,female,1,31,19.634351
Q3-2021,60,male,0,282,166.649717
Q3-2021,60,male,1,29,16.166732
Q3-2021,60,female,0,269,170.695512
Q3-2021,60,female,1,48,30.202777
Q3-2021,65,male,0,755,485.209784
Q3-2021,65,male,1,66,40.555586
Q3-2021,65,female,0,874,566.121296999999
Q3-2021,65,female,1,62,41.989099
Q4-2021,18,male,0,70,80.128621
Q4-2021,18,male,1,16,17.082759
Q4-2021,18,female,0,56,54.525445
Q4-2021,18,female,1,13,15.211198
Q4-2021,20,male,0,165,141.447689
Q4-2021,20,male,1,35,33.287861
Q4-2021,20,female,0,182,158.063104
Q4-2021,20,female,1,43,31.127559
Q4-2021,25,male,0,132,124.468089
Q4-2021,25,male,1,36,37.644762
Q4-2021,25,female,0,154,125.461301
Q4-2021,25,female,1,50,45.28213
Q4-2021,30,male,0,229,211.211562
Q4-2021,30,male,1,51,50.385958
Q4-2021,30,female,0,247,200.653756
Q4-2021,30,female,1,68,55.163801
Q4-2021,35,male,0,151,159.449911
Q4-2021,35,male,1,46,46.367672
Q4-2021,35,female,0,157,131.978672
Q4-2021,35,female,1,31,24.285646
Q4-2021,40,male,0,186,153.354482
Q4-2021,40,male,1,39,27.339813
Q4-2021,40,female,0,237,205.662929
Q4-2021,40,female,1,28,24.197468
Q4-2021,45,male,0,211,138.883793
Q4-2021,45,male,1,35,19.397081
Q4-2021,45,female,0,243,169.678176
Q4-2021,45,female,1,30,19.104728
Q4-2021,50,male,0,311,217.315106
Q4-2021,50,male,1,53,38.944896
Q4-2021,50,female,0,305,194.971525
Q4-2021,50,female,1,52,35.948214
Q4-2021,55,male,0,238,143.738092
Q4-2021,55,male,1,37,21.895004
Q4-2021,55,female,0,213,158.09298
Q4-2021,55,female,1,30,21.041697
Q4-2021,60,male,0,265,169.756675
Q4-2021,60,male,1,43,22.198985
Q4-2021,60,female,0,232,169.061516
Q4-2021,60,female,1,33,27.800833
Q4-2021,65,male,0,807,490.066061999999
Q4-2021,65,male,1,66,37.030901
Q4-2021,65,female,0,871,575.496532
Q4-2021,65,female,1,74,50.097947
Q1-2022,18,male,0,63,61.235786
Q1-2022,18,male,1,11,8.152419
Q1-2022,18,female,0,68,55.140627
Q1-2022,18,female,1,19,19.664803
Q1-2022,20,male,0,172,168.534533
Q1-2022,20,male,1,46,46.926865
Q1-2022,20,female,0,236,178.717116
Q1-2022,20,female,1,54,37.372465
Q1-2022,25,male,0,139,112.106511
Q1-2022,25,male,1,70,62.627034
Q1-2022,25,female,0,190,143.48656
Q1-2022,25,female,1,39,27.972233
Q1-2022,30,male,0,212,177.409978
Q1-2022,30,male,1,52,44.445509
Q1-2022,30,female,0,256,182.678062
Q1-2022,30,female,1,63,48.061479
Q1-2022,35,male,0,138,128.758321
Q1-2022,35,male,1,31,30.061741
Q1-2022,35,female,0,178,144.172238
Q1-2022,35,female,1,34,26.282738
Q1-2022,40,male,0,217,180.716718
Q1-2022,40,male,1,38,30.904792
Q1-2022,40,female,0,222,179.164319
Q1-2022,40,female,1,34,26.742853
Q1-2022,45,male,0,199,119.489144
Q1-2022,45,male,1,41,27.361158
Q1-2022,45,female,0,186,137.414259
Q1-2022,45,female,1,33,27.449784
Q1-2022,50,male,0,328,208.51872
Q1-2022,50,male,1,43,32.91914
Q1-2022,50,female,0,281,189.91652
Q1-2022,50,female,1,50,44.350055
Q1-2022,55,male,0,226,146.687187
Q1-2022,55,male,1,39,24.925726
Q1-2022,55,female,0,258,168.664094
Q1-2022,55,female,1,24,13.430715
Q1-2022,60,male,0,274,169.651474
Q1-2022,60,male,1,36,12.806328
Q1-2022,60,female,0,223,162.269821
Q1-2022,60,female,1,25,11.225058
Q1-2022,65,male,0,855,466.300137
Q1-2022,65,male,1,70,33.73111
Q1-2022,65,female,0,876,533.884853999999
Q1-2022,65,female,1,90,52.24232
Q2-2022,18,male,0,68,65.887414
Q2-2022,18,male,1,18,13.285897
Q2-2022,18,female,0,66,47.480138
Q2-2022,18,female,1,17,12.749538
Q2-2022,20,male,0,172,138.407717
Q2-2022,20,male,1,59,48.741496
Q2-2022,20,female,0,244,179.02209
Q2-2022,20,female,1,47,30.912384
Q2-2022,25,male,0,140,113.890751
Q2-2022,25,male,1,46,40.098031
Q2-2022,25,female,0,166,137.363348
Q2-2022,25,female,1,35,31.956501
Q2-2022,30,male,0,212,187.194532
Q2-2022,30,male,1,56,59.795655
Q2-2022,30,female,0,199,170.208921
Q2-2022,30,female,1,49,50.817668
Q2-2022,35,male,0,149,130.794854
Q2-2022,35,male,1,36,33.168485
Q2-2022,35,female,0,145,119.715056
Q2-2022,35,female,1,34,24.84932
Q2-2022,40,male,0,190,154.392799
Q2-2022,40,male,1,50,44.255501
Q2-2022,40,female,0,224,190.788039
Q2-2022,40,female,1,36,29.74426
Q2-2022,45,male,0,202,139.336394
Q2-2022,45,male,1,42,26.010074
Q2-2022,45,female,0,180,143.342384
Q2-2022,45,female,1,19,18.455939
Q2-2022,50,male,0,270,188.5312
Q2-2022,50,male,1,41,24.621227
Q2-2022,50,female,0,249,207.041562
Q2-2022,50,female,1,38,25.530627
Q2-2022,55,male,0,218,129.75099
Q2-2022,55,male,1,28,21.150315
Q2-2022,55,female,0,228,139.618269
Q2-2022,55,female,1,30,17.63568
Q2-2022,60,male,0,251,174.725468
Q2-2022,60,male,1,33,22.695455
Q2-2022,60,female,0,268,182.232308
Q2-2022,60,female,1,23,12.873816
Q2-2022,65,male,0,814,453.484385000001
Q2-2022,65,male,1,65,37.774282
Q2-2022,65,female,0,768,520.012485999999
Q2-2022,65,female,1,77,53.115875
